school;student;student;normexam;cons;standlrt;girl;avslrt
22;81;81;-2;1;-1;0;0
22;82;82;0;1;0;1;0
22;83;83;-2;1;-2;0;0
22;84;84;-1;1;-1;0;0
22;85;85;0;1;0;1;0
22;86;86;0;1;0;1;0
22;87;87;0;1;2;0;0
22;88;88;-1;1;0;1;0
22;89;89;-1;1;0;1;0
22;90;90;0;1;1;1;0
23;1;1;0;1;0;1;0
23;2;2;-2;1;-1;0;0
23;3;3;-1;1;0;0;0
23;4;4;-1;1;2;0;0
23;5;5;-1;1;-1;1;0
23;6;6;1;1;-2;0;0
23;7;7;0;1;1;0;0
23;8;8;-2;1;-1;1;0
23;9;9;1;1;0;1;0
23;10;10;-1;1;0;0;0
23;11;11;1;1;0;1;0
23;12;12;-1;1;1;1;0
23;13;13;1;1;1;1;0
23;14;14;-2;1;-1;1;0
23;15;15;-3;1;-2;1;0
23;16;16;1;1;1;0;0
23;17;17;-1;1;0;1;0
23;18;18;-1;1;0;1;0
23;19;19;-1;1;-2;0;0
23;20;20;0;1;0;1;0
23;21;21;0;1;1;1;0
23;22;22;-2;1;0;1;0
23;23;23;-1;1;1;1;0
23;24;24;0;1;-1;1;0
23;25;25;-3;1;-2;0;0
23;26;26;1;1;-1;0;0
23;27;27;-2;1;0;1;0
23;28;28;-1;1;-2;1;0
24;1;1;0;1;1;0;0
24;2;2;2;1;1;0;0
24;3;3;0;1;-1;0;0
24;4;4;1;1;-1;0;0
24;5;5;0;1;0;0;0
24;6;6;1;1;0;0;0
24;7;7;-1;1;-3;0;0
24;8;8;-1;1;-1;0;0
24;9;9;-1;1;-1;0;0
24;10;10;0;1;0;0;0
24;11;11;1;1;0;0;0
24;12;12;2;1;1;0;0
24;13;13;0;1;0;0;0
24;14;14;0;1;0;0;0
24;15;15;0;1;-2;0;0
24;16;16;-1;1;0;0;0
24;17;17;2;1;-1;0;0
24;18;18;0;1;1;0;0
24;19;19;2;1;1;0;0
24;20;20;0;1;-2;0;0
24;21;21;-3;1;-1;0;0
24;22;22;0;1;0;0;0
24;23;23;0;1;0;0;0
24;24;24;0;1;0;0;0
24;25;25;-1;1;-1;0;0
24;26;26;-1;1;0;0;0
24;27;27;1;1;0;0;0
24;28;28;-1;1;-1;0;0
24;29;29;-2;1;-1;0;0
24;30;30;1;1;-1;0;0
24;31;31;-1;1;0;0;0
24;32;32;-1;1;0;0;0
24;33;33;-1;1;-2;0;0
24;34;34;1;1;-1;0;0
24;35;35;1;1;-1;0;0
24;36;36;1;1;0;0;0
24;37;37;-1;1;-1;0;0
25;1;1;-1;1;0;1;-1
25;2;2;0;1;-2;1;-1
25;3;3;0;1;0;1;-1
25;4;4;0;1;1;1;-1
25;5;5;0;1;-1;1;-1
25;6;6;0;1;-1;1;-1
25;7;7;0;1;-2;1;-1
25;8;8;1;1;-1;1;-1
25;9;9;0;1;1;1;-1
25;10;10;-1;1;-1;1;-1
25;11;11;-1;1;-2;1;-1
25;12;12;0;1;1;1;-1
25;13;13;0;1;0;1;-1
25;14;14;0;1;0;1;-1
25;15;15;0;1;-1;1;-1
25;16;16;-2;1;-2;1;-1
25;17;17;0;1;1;1;-1
25;18;18;-3;1;-2;1;-1
25;19;19;-3;1;-2;1;-1
25;20;20;-3;1;-2;1;-1
25;21;21;-1;1;0;1;-1
25;22;22;-2;1;-2;1;-1
25;23;23;1;1;0;1;-1
25;24;24;-2;1;-3;1;-1
25;25;25;0;1;-1;1;-1
25;26;26;-1;1;0;1;-1
25;27;27;-1;1;-1;1;-1
25;28;28;0;1;1;1;-1
25;29;29;0;1;0;1;-1
25;30;30;1;1;1;1;-1
25;31;31;0;1;0;1;-1
25;32;32;-1;1;-2;1;-1
25;33;33;-1;1;-2;1;-1
25;34;34;-1;1;-1;1;-1
25;35;35;0;1;0;1;-1
25;36;36;0;1;0;1;-1
25;37;37;-1;1;-2;1;-1
25;38;38;0;1;-1;1;-1
25;39;39;0;1;-1;1;-1
25;40;40;-1;1;0;1;-1
25;41;41;-1;1;-1;1;-1
25;42;42;-2;1;0;1;-1
25;43;43;0;1;0;1;-1
25;44;44;0;1;0;1;-1
25;45;45;0;1;1;1;-1
25;46;46;-1;1;-1;1;-1
25;47;47;-1;1;-1;1;-1
25;48;48;-1;1;0;1;-1
25;49;49;0;1;1;1;-1
25;50;50;1;1;1;1;-1
25;51;51;0;1;-1;1;-1
25;52;52;-1;1;-1;1;-1
25;53;53;-1;1;-2;1;-1
25;54;54;1;1;0;1;-1
25;55;55;-1;1;-1;1;-1
25;56;56;0;1;2;1;-1
25;57;57;-1;1;-1;1;-1
25;58;58;0;1;-2;1;-1
25;59;59;-1;1;-1;1;-1
25;60;60;-3;1;-3;1;-1
25;61;61;0;1;0;1;-1
25;62;62;0;1;-1;1;-1
25;63;63;0;1;-1;1;-1
25;64;64;-1;1;-1;1;-1
25;65;65;-2;1;-1;1;-1
25;66;66;-1;1;-2;1;-1
25;67;67;-1;1;-2;1;-1
25;68;68;-2;1;0;1;-1
25;69;69;0;1;-1;1;-1
25;70;70;-1;1;-1;1;-1
25;71;71;-1;1;-1;1;-1
25;72;72;-3;1;-2;1;-1
25;73;73;0;1;1;1;-1
26;1;1;-1;1;-2;0;-1
26;2;2;0;1;0;0;-1
26;3;3;1;1;-1;0;-1
26;4;4;0;1;-1;1;-1
26;5;5;0;1;0;1;-1
26;6;6;0;1;-1;1;-1
26;7;7;0;1;0;0;-1
26;8;8;-1;1;-1;0;-1
26;9;9;0;1;0;0;-1
26;10;10;1;1;-1;0;-1
26;11;11;-1;1;-1;0;-1
26;12;12;-2;1;-2;0;-1
26;13;13;-1;1;-1;1;-1
26;14;14;-1;1;-1;0;-1
26;15;15;0;1;1;0;-1
26;16;16;1;1;0;0;-1
26;17;17;0;1;-1;1;-1
26;18;18;0;1;-1;1;-1
26;19;19;1;1;0;1;-1
26;20;20;0;1;-1;1;-1
26;21;21;0;1;-1;1;-1
26;22;22;-1;1;-3;0;-1
26;23;23;0;1;-1;0;-1
26;24;24;-1;1;0;0;-1
26;25;25;1;1;1;1;-1
26;26;26;-1;1;0;0;-1
26;27;27;1;1;1;1;-1
26;28;28;-2;1;1;1;-1
26;29;29;0;1;0;0;-1
26;30;30;1;1;0;0;-1
26;31;31;-1;1;0;0;-1
26;32;32;0;1;-1;1;-1
26;33;33;-1;1;-1;0;-1
26;34;34;-1;1;-1;1;-1
26;35;35;0;1;-2;0;-1
26;36;36;0;1;0;0;-1
26;37;37;-1;1;-1;1;-1
26;38;38;1;1;1;0;-1
26;39;39;0;1;-2;1;-1
26;40;40;0;1;-2;0;-1
26;41;41;0;1;0;1;-1
26;42;42;-1;1;-2;0;-1
26;43;43;-1;1;-1;0;-1
26;44;44;0;1;0;0;-1
26;45;45;0;1;-1;1;-1
26;46;46;-1;1;-2;0;-1
26;47;47;-1;1;-1;0;-1
26;48;48;0;1;0;1;-1
26;49;49;0;1;-3;1;-1
26;50;50;-2;1;-2;1;-1
26;51;51;0;1;-1;0;-1
26;52;52;0;1;0;1;-1
26;53;53;0;1;2;0;-1
26;54;54;0;1;-1;0;-1
26;55;55;1;1;0;0;-1
26;56;56;0;1;0;1;-1
26;57;57;-2;1;-2;1;-1
26;58;58;-1;1;0;0;-1
26;59;59;0;1;0;1;-1
26;60;60;0;1;-1;1;-1
26;61;61;0;1;1;1;-1
26;62;62;-2;1;-1;1;-1
26;63;63;2;1;1;1;-1
26;64;64;0;1;-2;0;-1
26;65;65;-1;1;-2;0;-1
26;66;66;0;1;0;0;-1
26;67;67;1;1;0;1;-1
26;68;68;-3;1;-1;0;-1
26;69;69;-1;1;-1;0;-1
26;70;70;-1;1;-2;0;-1
26;71;71;-2;1;-3;0;-1
26;72;72;0;1;0;0;-1
26;73;73;-1;1;-1;0;-1
26;74;74;-1;1;-1;1;-1
26;75;75;-1;1;-2;0;-1
27;1;1;1;1;1;0;-1
27;2;2;0;1;-3;0;-1
27;3;3;0;1;-1;0;-1
27;4;4;1;1;0;0;-1
27;5;5;-2;1;-2;0;-1
27;6;6;0;1;0;0;-1
27;7;7;-1;1;-1;0;-1
27;8;8;-2;1;-2;0;-1
27;9;9;0;1;0;0;-1
27;10;10;0;1;0;0;-1
27;11;11;0;1;0;0;-1
27;12;12;-1;1;0;0;-1
27;13;13;-1;1;0;0;-1
27;14;14;1;1;1;0;-1
27;15;15;0;1;-1;0;-1
27;16;16;1;1;1;0;-1
27;17;17;-1;1;-1;0;-1
27;18;18;-2;1;-3;0;-1
27;19;19;-1;1;-1;0;-1
27;20;20;0;1;-2;0;-1
27;21;21;-1;1;-1;0;-1
27;22;22;1;1;1;0;-1
27;23;23;0;1;1;0;-1
27;24;24;-1;1;-1;0;-1
27;25;25;0;1;-1;0;-1
27;26;26;-1;1;-1;0;-1
27;27;27;0;1;0;0;-1
27;28;28;1;1;-1;0;-1
27;29;29;-1;1;-3;0;-1
27;30;30;1;1;1;0;-1
27;31;31;0;1;-1;0;-1
27;32;32;-1;1;-1;0;-1
27;33;33;-2;1;-1;0;-1
27;34;34;-1;1;-1;0;-1
27;35;35;-1;1;0;0;-1
27;36;36;-1;1;-1;0;-1
27;37;37;0;1;0;0;-1
27;38;38;0;1;0;0;-1
27;39;39;1;1;0;0;-1
28;1;1;-1;1;0;0;0
28;2;2;-1;1;1;1;0
28;3;3;0;1;-1;0;0
28;4;4;-1;1;0;1;0
28;5;5;0;1;0;0;0
28;6;6;-1;1;-2;1;0
28;7;7;-1;1;0;1;0
28;8;8;0;1;1;0;0
28;9;9;-2;1;-2;0;0
28;10;10;-1;1;0;0;0
28;11;11;0;1;2;1;0
28;12;12;-1;1;-1;0;0
28;13;13;-1;1;0;0;0
28;14;14;-1;1;-1;0;0
28;15;15;-1;1;-1;0;0
28;16;16;-1;1;0;0;0
28;17;17;-1;1;0;1;0
28;18;18;-1;1;0;0;0
28;19;19;-1;1;0;0;0
28;20;20;0;1;0;1;0
28;21;21;0;1;1;1;0
28;22;22;0;1;0;0;0
28;23;23;-2;1;-1;0;0
28;24;24;-2;1;-1;0;0
28;25;25;-2;1;0;0;0
28;26;26;-1;1;0;1;0
28;27;27;0;1;0;1;0
28;28;28;0;1;-1;0;0
28;29;29;-1;1;-1;1;0
28;30;30;0;1;1;1;0
28;31;31;-2;1;1;1;0
28;32;32;-2;1;0;0;0
28;33;33;-1;1;-1;1;0
28;34;34;0;1;1;0;0
28;35;35;-1;1;-1;0;0
28;36;36;-1;1;-1;0;0
28;37;37;-2;1;-2;0;0
28;38;38;-1;1;0;0;0
28;39;39;-1;1;0;1;0
28;40;40;0;1;0;1;0
28;41;41;0;1;0;1;0
28;42;42;-1;1;-1;1;0
28;43;43;-2;1;-2;1;0
28;44;44;0;1;0;1;0
28;45;45;0;1;1;1;0
28;46;46;-3;1;-3;0;0
28;47;47;-1;1;0;1;0
28;48;48;-1;1;-2;0;0
28;49;49;0;1;-2;0;0
28;50;50;-1;1;0;1;0
28;51;51;-1;1;0;1;0
28;52;52;-1;1;0;1;0
28;53;53;0;1;-1;0;0
28;54;54;-1;1;-1;0;0
28;55;55;-2;1;-1;0;0
28;56;56;-1;1;0;1;0
28;57;57;-1;1;-1;0;0
29;1;1;1;1;1;1;0
29;2;2;-1;1;-1;1;0
29;3;3;1;1;1;1;0
29;4;4;1;1;-2;1;0
29;5;5;0;1;0;1;0
29;6;6;0;1;1;1;0
29;7;7;1;1;0;1;0
29;8;8;0;1;1;1;0
29;9;9;0;1;0;1;0
29;10;10;0;1;-1;1;0
29;11;11;1;1;0;1;0
29;12;12;-1;1;-1;1;0
29;13;13;1;1;1;1;0
29;14;14;-1;1;0;1;0
29;15;15;-1;1;-2;1;0
29;16;16;0;1;0;1;0
29;17;17;0;1;-1;1;0
29;18;18;1;1;0;1;0
29;19;19;0;1;-1;1;0
29;20;20;1;1;0;1;0
29;21;21;-1;1;-2;1;0
29;22;22;0;1;0;1;0
29;23;23;0;1;0;1;0
29;24;24;0;1;-1;1;0
29;25;25;-1;1;-1;1;0
29;26;26;0;1;-1;1;0
29;27;27;1;1;0;1;0
29;28;28;0;1;0;1;0
29;29;29;1;1;0;1;0
29;30;30;-1;1;0;1;0
29;31;31;0;1;-2;1;0
29;32;32;0;1;-1;1;0
29;33;33;0;1;0;1;0
29;34;34;0;1;0;1;0
29;35;35;0;1;-1;1;0
29;36;36;1;1;0;1;0
29;37;37;1;1;1;1;0
29;38;38;1;1;-2;1;0
29;39;39;0;1;-1;1;0
29;40;40;1;1;0;1;0
29;41;41;0;1;-1;1;0
29;42;42;0;1;-1;1;0
29;43;43;0;1;-1;1;0
29;44;44;-1;1;-1;1;0
29;45;45;-1;1;-1;1;0
29;46;46;1;1;1;1;0
29;47;47;0;1;1;1;0
29;48;48;0;1;-1;1;0
29;49;49;1;1;0;1;0
29;50;50;-1;1;0;1;0
29;51;51;0;1;0;1;0
29;52;52;1;1;1;1;0
29;53;53;1;1;0;1;0
29;54;54;0;1;0;1;0
29;55;55;1;1;0;1;0
29;56;56;1;1;-2;1;0
29;57;57;0;1;-1;1;0
29;58;58;-1;1;-1;1;0
29;59;59;1;1;-1;1;0
29;60;60;-1;1;-1;1;0
29;61;61;0;1;1;1;0
29;62;62;-1;1;1;1;0
29;63;63;-1;1;0;1;0
29;64;64;0;1;-1;1;0
29;65;65;2;1;3;1;0
29;66;66;-1;1;0;1;0
29;67;67;-1;1;1;1;0
29;68;68;0;1;1;1;0
29;69;69;-1;1;-2;1;0
29;70;70;0;1;-1;1;0
29;71;71;-1;1;-2;1;0
29;72;72;0;1;0;1;0
29;73;73;-1;1;0;1;0
29;74;74;-2;1;0;1;0
29;75;75;0;1;0;1;0
29;76;76;0;1;-1;1;0
29;77;77;1;1;1;1;0
29;78;78;0;1;-1;1;0
29;79;79;0;1;0;1;0
30;1;1;0;1;0;1;0
30;2;2;0;1;0;1;0
30;3;3;1;1;0;1;0
30;4;4;0;1;0;1;0
30;5;5;0;1;-2;1;0
30;6;6;1;1;1;1;0
30;7;7;-1;1;-1;1;0
30;8;8;2;1;2;1;0
30;9;9;1;1;-2;1;0
30;10;10;-2;1;-1;1;0
30;11;11;0;1;0;1;0
30;12;12;-1;1;0;1;0
30;13;13;0;1;0;1;0
30;14;14;-2;1;-1;1;0
30;15;15;2;1;2;1;0
30;16;16;-2;1;0;1;0
30;17;17;0;1;1;1;0
30;18;18;1;1;0;1;0
30;19;19;3;1;1;1;0
30;20;20;1;1;1;1;0
30;21;21;-1;1;0;1;0
30;22;22;1;1;1;1;0
30;23;23;1;1;0;1;0
30;24;24;2;1;1;1;0
30;25;25;0;1;-1;1;0
30;26;26;1;1;2;1;0
30;27;27;1;1;1;1;0
30;28;28;1;1;1;1;0
30;29;29;0;1;1;1;0
30;30;30;-1;1;0;1;0
30;31;31;-1;1;-1;1;0
30;32;32;-1;1;-2;1;0
30;33;33;1;1;1;1;0
30;34;34;1;1;1;1;0
30;35;35;0;1;0;1;0
30;36;36;-1;1;0;1;0
30;37;37;1;1;3;1;0
30;38;38;-1;1;-1;1;0
30;39;39;3;1;3;1;0
30;40;40;4;1;2;1;0
30;41;41;2;1;1;1;0
30;42;42;0;1;0;1;0
31;1;1;1;1;0;1;0
31;2;2;-1;1;-1;1;0
31;3;3;0;1;-1;1;0
31;4;4;-1;1;0;1;0
31;5;5;-1;1;-1;1;0
31;6;6;0;1;0;1;0
31;7;7;0;1;0;1;0
31;8;8;1;1;0;1;0
31;9;9;1;1;0;1;0
31;10;10;0;1;-1;1;0
31;11;11;-1;1;0;1;0
31;12;12;0;1;0;1;0
31;13;13;-1;1;-1;1;0
31;14;14;0;1;0;1;0
31;15;15;0;1;0;1;0
31;16;16;-1;1;-1;1;0
31;17;17;0;1;-1;1;0
31;18;18;-1;1;0;1;0
31;19;19;0;1;-2;1;0
31;20;20;0;1;-2;1;0
31;21;21;-1;1;0;1;0
31;22;22;1;1;0;1;0
31;23;23;0;1;0;1;0
31;24;24;0;1;-2;1;0
31;25;25;-2;1;-1;1;0
31;26;26;1;1;0;1;0
31;27;27;0;1;0;1;0
31;28;28;0;1;0;1;0
31;29;29;1;1;0;1;0
31;30;30;0;1;1;1;0
31;31;31;0;1;0;1;0
31;32;32;0;1;-1;1;0
31;33;33;-2;1;-1;1;0
31;34;34;0;1;-1;1;0
31;35;35;-1;1;0;1;0
31;36;36;-1;1;-1;1;0
31;37;37;-1;1;0;1;0
31;38;38;-1;1;-1;1;0
31;39;39;0;1;1;1;0
31;40;40;0;1;0;1;0
31;41;41;-1;1;-1;1;0
31;42;42;0;1;-1;1;0
31;43;43;-1;1;-1;1;0
31;44;44;-1;1;-1;1;0
31;45;45;0;1;0;1;0
31;46;46;-1;1;0;1;0
31;47;47;0;1;-2;1;0
31;48;48;1;1;0;1;0
31;49;49;0;1;0;1;0
32;1;1;-1;1;-2;1;-1
32;2;2;0;1;-2;1;-1
32;3;3;-1;1;0;0;-1
32;4;4;-1;1;-1;0;-1
32;5;5;0;1;1;1;-1
32;6;6;-1;1;-3;0;-1
32;7;7;-1;1;-3;0;-1
32;8;8;0;1;1;0;-1
32;9;9;0;1;0;0;-1
32;10;10;1;1;1;0;-1
32;11;11;1;1;0;1;-1
32;12;12;0;1;0;0;-1
32;13;13;0;1;-1;0;-1
32;14;14;-2;1;-2;0;-1
32;15;15;-1;1;-2;0;-1
32;16;16;1;1;1;0;-1
32;17;17;0;1;-1;0;-1
32;18;18;-3;1;-3;0;-1
32;19;19;1;1;-1;1;-1
32;20;20;0;1;-1;0;-1
32;21;21;-2;1;-1;0;-1
32;22;22;2;1;2;1;-1
32;23;23;0;1;-1;0;-1
32;24;24;-2;1;-2;0;-1
32;25;25;-1;1;0;1;-1
32;26;26;0;1;0;1;-1
32;27;27;-2;1;-1;0;-1
32;28;28;0;1;0;0;-1
32;29;29;1;1;0;1;-1
32;30;30;-1;1;-1;0;-1
32;31;31;0;1;0;1;-1
32;32;32;0;1;1;0;-1
32;33;33;-1;1;0;1;-1
32;34;34;0;1;-1;0;-1
32;35;35;0;1;-2;0;-1
32;36;36;-1;1;-2;0;-1
32;37;37;0;1;-1;0;-1
32;38;38;1;1;1;1;-1
32;39;39;1;1;-1;1;-1
32;40;40;-2;1;-2;1;-1
32;41;41;1;1;0;0;-1
32;42;42;-2;1;-2;1;-1
33;1;1;0;1;1;0;0
33;2;2;1;1;1;0;0
33;3;3;0;1;0;0;0
33;4;4;0;1;0;0;0
33;5;5;-1;1;0;0;0
33;6;6;-1;1;-2;0;0
33;7;7;-1;1;-1;0;0
33;8;8;0;1;-1;0;0
33;9;9;0;1;0;1;0
33;10;10;1;1;1;0;0
33;11;11;0;1;-1;1;0
33;12;12;1;1;1;0;0
33;13;13;0;1;0;0;0
33;14;14;-1;1;0;1;0
33;15;15;-1;1;0;0;0
33;16;16;0;1;-1;0;0
33;17;17;0;1;1;0;0
33;18;18;1;1;1;0;0
33;19;19;0;1;1;1;0
33;20;20;0;1;0;1;0
33;21;21;1;1;1;0;0
33;22;22;1;1;2;1;0
33;23;23;0;1;1;0;0
33;24;24;1;1;0;1;0
33;25;25;1;1;0;1;0
33;26;26;0;1;0;1;0
33;27;27;-1;1;0;0;0
33;28;28;0;1;-1;1;0
33;29;29;0;1;1;1;0
33;30;30;0;1;0;0;0
33;31;31;0;1;1;1;0
33;32;32;0;1;0;1;0
33;33;33;-1;1;-2;1;0
33;34;34;0;1;-1;1;0
33;35;35;1;1;0;1;0
33;36;36;0;1;0;0;0
33;37;37;-1;1;0;0;0
33;38;38;0;1;0;1;0
33;39;39;-1;1;0;0;0
33;40;40;-1;1;0;1;0
33;41;41;0;1;1;1;0
33;42;42;2;1;0;0;0
33;43;43;-1;1;-3;0;0
33;44;44;1;1;0;0;0
33;45;45;0;1;2;0;0
33;46;46;1;1;2;0;0
33;47;47;-1;1;0;0;0
33;48;48;0;1;0;1;0
33;49;49;1;1;0;1;0
33;50;50;-1;1;0;0;0
33;51;51;0;1;0;0;0
33;52;52;0;1;0;0;0
33;53;53;0;1;-1;0;0
33;54;54;1;1;0;1;0
33;55;55;1;1;0;1;0
33;56;56;1;1;0;1;0
33;57;57;1;1;1;0;0
33;58;58;1;1;0;0;0
33;59;59;0;1;0;1;0
33;60;60;0;1;-1;1;0
33;61;61;-1;1;0;0;0
33;62;62;2;1;0;0;0
33;63;63;-1;1;-1;1;0
33;64;64;0;1;0;1;0
33;65;65;0;1;0;1;0
33;66;66;-1;1;1;0;0
33;67;67;1;1;0;1;0
33;68;68;0;1;0;1;0
33;69;69;0;1;0;0;0
33;70;70;1;1;1;0;0
33;71;71;1;1;1;0;0
33;72;72;-1;1;0;0;0
33;73;73;-1;1;0;0;0
33;74;74;0;1;0;0;0
33;75;75;1;1;0;1;0
33;76;76;-1;1;0;1;0
33;77;77;0;1;0;0;0
34;1;1;0;1;2;0;0
34;2;2;0;1;-1;0;0
34;3;3;0;1;0;0;0
34;4;4;-3;1;-2;1;0
34;5;5;-2;1;-3;0;0
34;6;6;1;1;0;0;0
34;7;7;-2;1;-1;1;0
34;8;8;1;1;0;1;0
34;9;9;-1;1;1;0;0
34;10;10;1;1;0;1;0
34;11;11;-3;1;-1;0;0
34;12;12;0;1;0;0;0
34;13;13;-1;1;-1;0;0
34;14;14;-2;1;-2;1;0
34;15;15;1;1;1;0;0
34;16;16;1;1;1;0;0
34;17;17;1;1;1;0;0
34;18;18;-2;1;-3;0;0
34;19;19;-2;1;-1;0;0
34;20;20;1;1;2;0;0
34;21;21;0;1;-1;0;0
34;22;22;-1;1;-2;1;0
34;23;23;-1;1;0;0;0
34;24;24;0;1;-1;0;0
34;25;25;0;1;0;1;0
34;26;26;0;1;0;1;0
35;1;1;0;1;-1;1;0
35;2;2;0;1;-1;1;0
35;3;3;0;1;0;1;0
35;4;4;1;1;0;1;0
35;5;5;1;1;0;1;0
35;6;6;1;1;0;1;0
35;7;7;0;1;1;1;0
35;8;8;1;1;1;1;0
35;9;9;0;1;0;1;0
35;10;10;1;1;0;1;0
35;11;11;1;1;1;1;0
35;12;12;0;1;-1;1;0
35;13;13;0;1;0;1;0
35;14;14;0;1;-1;1;0
35;15;15;-1;1;0;1;0
35;16;16;0;1;0;1;0
35;17;17;-1;1;0;1;0
35;18;18;1;1;0;1;0
35;19;19;1;1;2;1;0
35;20;20;-1;1;-1;1;0
35;21;21;-1;1;0;1;0
35;22;22;0;1;-1;1;0
35;23;23;1;1;-1;1;0
35;24;24;0;1;1;1;0
35;25;25;-1;1;0;1;0
35;26;26;-1;1;0;1;0
35;27;27;-2;1;-1;1;0
35;28;28;1;1;1;1;0
35;29;29;-1;1;0;1;0
35;30;30;0;1;0;1;0
35;31;31;-1;1;0;1;0
35;32;32;1;1;-1;1;0
35;33;33;1;1;2;1;0
35;34;34;0;1;-1;1;0
35;35;35;1;1;1;1;0
35;36;36;0;1;0;1;0
35;37;37;0;1;-2;1;0
35;38;38;0;1;0;1;0
36;1;1;0;1;-2;0;0
36;2;2;-2;1;-1;0;0
36;3;3;1;1;2;0;0
36;4;4;-2;1;-1;0;0
36;5;5;0;1;-1;0;0
36;6;6;-2;1;-1;0;0
36;7;7;1;1;0;0;0
36;8;8;-1;1;-2;0;0
36;9;9;-1;1;0;0;0
36;10;10;1;1;-2;0;0
36;11;11;0;1;-1;0;0
36;12;12;-1;1;0;0;0
36;13;13;-1;1;1;0;0
36;14;14;-1;1;-1;0;0
36;15;15;0;1;-1;0;0
36;16;16;-2;1;-1;0;0
36;17;17;-2;1;-2;0;0
36;18;18;-2;1;0;0;0
36;19;19;0;1;1;0;0
36;20;20;-1;1;1;0;0
36;21;21;0;1;0;0;0
36;22;22;1;1;-1;0;0
36;23;23;1;1;1;0;0
36;24;24;-2;1;0;0;0
36;25;25;0;1;1;0;0
36;26;26;-1;1;0;0;0
36;27;27;-2;1;-1;0;0
36;28;28;0;1;1;0;0
36;29;29;0;1;1;0;0
36;30;30;-1;1;0;0;0
36;31;31;-1;1;0;0;0
36;32;32;0;1;0;0;0
36;33;33;-1;1;-1;0;0
36;34;34;-2;1;-2;0;0
36;35;35;-1;1;-3;0;0
36;36;36;2;1;1;0;0
36;37;37;1;1;2;0;0
36;38;38;1;1;1;0;0
36;39;39;0;1;1;0;0
36;40;40;-1;1;0;0;0
36;41;41;1;1;1;0;0
36;42;42;1;1;1;0;0
36;43;43;0;1;1;0;0
36;44;44;0;1;0;0;0
36;45;45;1;1;1;0;0
36;46;46;0;1;0;0;0
36;47;47;0;1;0;0;0
36;48;48;0;1;-3;0;0
36;49;49;1;1;0;0;0
36;50;50;0;1;0;0;0
36;51;51;2;1;2;0;0
36;52;52;-1;1;2;0;0
36;53;53;0;1;-1;0;0
36;54;54;0;1;-1;0;0
36;55;55;2;1;3;0;0
36;56;56;1;1;0;0;0
36;57;57;1;1;2;0;0
36;58;58;0;1;-1;0;0
36;59;59;0;1;0;0;0
36;60;60;0;1;-2;0;0
36;61;61;0;1;-1;0;0
36;62;62;-1;1;-1;0;0
36;63;63;-1;1;-1;0;0
36;64;64;0;1;0;0;0
36;65;65;0;1;2;0;0
36;66;66;-2;1;0;0;0
36;67;67;0;1;0;0;0
36;68;68;0;1;1;0;0
36;69;69;-1;1;-1;0;0
36;70;70;-1;1;0;0;0
37;1;1;1;1;2;0;-1
37;2;2;0;1;-2;0;-1
37;3;3;-1;1;-1;0;-1
37;4;4;0;1;-1;0;-1
37;5;5;0;1;-1;0;-1
37;6;6;0;1;0;0;-1
37;7;7;-2;1;-2;0;-1
37;8;8;-2;1;-2;0;-1
37;9;9;-1;1;-1;0;-1
37;10;10;-1;1;-2;0;-1
37;11;11;0;1;-1;0;-1
37;12;12;-1;1;1;0;-1
37;13;13;-1;1;-1;0;-1
37;14;14;-1;1;-2;0;-1
37;15;15;-1;1;-2;0;-1
37;16;16;-1;1;1;0;-1
37;17;17;0;1;0;0;-1
37;18;18;-2;1;0;0;-1
37;19;19;-2;1;-1;0;-1
37;20;20;0;1;0;0;-1
37;21;21;0;1;-1;0;-1
37;22;22;0;1;0;0;-1
38;1;1;0;1;0;0;0
38;2;2;-2;1;-2;1;0
38;3;3;1;1;1;1;0
38;4;4;1;1;0;0;0
38;5;5;-1;1;0;1;0
38;6;6;0;1;-1;1;0
38;7;7;1;1;1;1;0
38;8;8;0;1;-1;1;0
38;9;9;1;1;1;1;0
38;10;10;0;1;0;0;0
38;11;11;0;1;2;0;0
38;12;12;0;1;-1;0;0
38;13;13;2;1;1;1;0
38;14;14;-1;1;-1;0;0
38;15;15;-1;1;0;1;0
38;16;16;-1;1;-1;0;0
38;17;17;0;1;0;0;0
38;18;18;-1;1;-1;0;0
38;19;19;-1;1;-1;1;0
38;20;20;2;1;2;1;0
38;21;21;1;1;1;0;0
38;22;22;-2;1;-2;1;0
38;23;23;1;1;1;1;0
38;24;24;1;1;1;0;0
38;25;25;0;1;-1;0;0
38;26;26;-1;1;-1;0;0
38;27;27;-2;1;-3;0;0
38;28;28;-1;1;0;1;0
38;29;29;0;1;0;0;0
38;30;30;-1;1;0;1;0
38;31;31;-1;1;-2;0;0
38;32;32;-1;1;-2;1;0
38;33;33;0;1;0;0;0
38;34;34;0;1;1;0;0
38;35;35;-2;1;0;1;0
38;36;36;-1;1;-1;0;0
38;37;37;1;1;2;0;0
38;38;38;-1;1;-1;0;0
38;39;39;-2;1;1;0;0
38;40;40;0;1;1;0;0
38;41;41;1;1;1;1;0
38;42;42;0;1;-1;1;0
38;43;43;0;1;1;1;0
38;44;44;-1;1;0;1;0
38;45;45;0;1;0;0;0
38;46;46;-1;1;0;0;0
38;47;47;-1;1;0;0;0
38;48;48;1;1;0;0;0
38;49;49;-1;1;0;0;0
38;50;50;1;1;0;1;0
38;51;51;1;1;0;1;0
38;52;52;0;1;-2;0;0
